gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021092610,75,34654,1,2021-09-26T20:06:50Z,30,MIA,left,66.1,29.62,0,0,0,62.96,189.07,None
2021092610,75,34654,2,2021-09-26T20:06:50Z,30,MIA,left,66.1,29.62,0,0,0,62.96,185.27,None
2021092610,75,34654,3,2021-09-26T20:06:50Z,30,MIA,left,66.1,29.62,0,0,0,63.83,182.29,None
2021092610,75,34654,4,2021-09-26T20:06:50Z,30,MIA,left,66.1,29.62,0,0,0,64.49,186.27,None
2021092610,75,34654,5,2021-09-26T20:06:50Z,30,MIA,left,66.1,29.61,0,0,0.01,64.49,189.02,None
2021092610,75,34654,6,2021-09-26T20:06:50Z,30,MIA,left,66.1,29.61,0,0,0,64.49,188.34,ball_snap
2021092610,75,34654,7,2021-09-26T20:06:50Z,30,MIA,left,66.1,29.61,0,0,0,64.49,190.56,None
2021092610,75,34654,8,2021-09-26T20:06:50Z,30,MIA,left,66.09,29.61,0,0,0,65.22,196.55,None
2021092610,75,34654,9,2021-09-26T20:06:50Z,30,MIA,left,66.09,29.61,0,0,0.01,65.22,219.02,None
2021092610,75,34654,10,2021-09-26T20:06:51Z,30,MIA,left,66.08,29.61,0,0,0,65.22,229.47,None
2021092610,75,34654,11,2021-09-26T20:06:51Z,30,MIA,left,66.08,29.61,0.06,0.93,0.01,65.22,277.31,None
2021092610,75,34654,12,2021-09-26T20:06:51Z,30,MIA,left,66.06,29.61,0.26,2.07,0.02,63.92,273.24,None
2021092610,75,34654,13,2021-09-26T20:06:51Z,30,MIA,left,66,29.61,0.64,3.25,0.05,62.78,270.85,None
2021092610,75,34654,14,2021-09-26T20:06:51Z,30,MIA,left,65.92,29.61,0.98,3.46,0.08,62.78,269.41,None
2021092610,75,34654,15,2021-09-26T20:06:51Z,30,MIA,left,65.81,29.6,1.32,3.22,0.12,62.78,267.63,None
2021092610,75,34654,16,2021-09-26T20:06:51Z,30,MIA,left,65.66,29.6,1.66,2.91,0.15,61.25,267.48,None
2021092610,75,34654,17,2021-09-26T20:06:51Z,30,MIA,left,65.47,29.59,1.99,2.62,0.19,58.46,267.46,None
2021092610,75,34654,18,2021-09-26T20:06:51Z,30,MIA,left,65.25,29.58,2.26,2.24,0.22,57.4,266.74,None
2021092610,75,34654,19,2021-09-26T20:06:51Z,30,MIA,left,65.01,29.56,2.49,1.84,0.24,56.36,266.17,None
2021092610,75,34654,20,2021-09-26T20:06:52Z,30,MIA,left,64.75,29.54,2.68,1.48,0.26,55.37,266.34,None
2021092610,75,34654,21,2021-09-26T20:06:52Z,30,MIA,left,64.47,29.53,2.88,1.38,0.28,56.03,266.66,None
2021092610,75,34654,22,2021-09-26T20:06:52Z,30,MIA,left,64.18,29.51,3.05,1.19,0.3,58.91,266.27,None
2021092610,75,34654,23,2021-09-26T20:06:52Z,30,MIA,left,63.87,29.48,3.17,0.89,0.31,65.62,264.92,None
2021092610,75,34654,24,2021-09-26T20:06:52Z,30,MIA,left,63.55,29.45,3.24,0.59,0.32,72.73,264.02,None
2021092610,75,34654,25,2021-09-26T20:06:52Z,30,MIA,left,63.22,29.41,3.29,0.61,0.33,79.91,261.67,None
2021092610,75,34654,26,2021-09-26T20:06:52Z,30,MIA,left,62.9,29.35,3.29,0.88,0.33,84.73,258.86,None
2021092610,75,34654,27,2021-09-26T20:06:52Z,30,MIA,left,62.58,29.26,3.31,1.42,0.33,89.9,254.14,None
2021092610,75,34654,28,2021-09-26T20:06:52Z,30,MIA,left,62.27,29.15,3.25,1.9,0.33,94.85,248.88,pass_forward
2021092610,75,34654,29,2021-09-26T20:06:52Z,30,MIA,left,61.98,29,3.21,2.46,0.32,106.28,241.54,None
2021092610,75,34654,30,2021-09-26T20:06:53Z,30,MIA,left,61.71,28.84,3.19,2.56,0.32,112.95,236.03,None
2021092610,75,34654,31,2021-09-26T20:06:53Z,30,MIA,left,61.46,28.61,3.31,2.98,0.34,119.27,227.6,None
2021092610,75,34654,32,2021-09-26T20:06:53Z,30,MIA,left,61.22,28.35,3.55,3.09,0.36,131.73,220.75,None
2021092610,75,34654,33,2021-09-26T20:06:53Z,30,MIA,left,60.99,28.03,3.9,3.35,0.39,142.12,214.22,None
2021092610,75,40030,1,2021-09-26T20:06:50Z,90,MIA,left,80.76,29.89,0,0,0.01,74.81,7.64,None
2021092610,75,40030,2,2021-09-26T20:06:50Z,90,MIA,left,80.75,29.9,0,0,0.01,72.66,356.84,None
2021092610,75,40030,3,2021-09-26T20:06:50Z,90,MIA,left,80.76,29.9,0,0,0,74.13,0.53,None
2021092610,75,40030,4,2021-09-26T20:06:50Z,90,MIA,left,80.76,29.92,0,0.01,0.02,75.44,5.77,None
2021092610,75,40030,5,2021-09-26T20:06:50Z,90,MIA,left,80.78,29.93,0.02,0.39,0.02,71.63,31.11,None
2021092610,75,40030,6,2021-09-26T20:06:50Z,90,MIA,left,80.78,29.93,0.13,1.15,0.01,69.02,49.41,ball_snap
2021092610,75,40030,7,2021-09-26T20:06:50Z,90,MIA,left,80.81,29.95,0.35,1.89,0.03,72.33,63.05,None
2021092610,75,40030,8,2021-09-26T20:06:50Z,90,MIA,left,80.85,29.96,0.61,2.24,0.05,68.95,75.25,None
2021092610,75,40030,9,2021-09-26T20:06:50Z,90,MIA,left,80.93,29.97,0.9,2.43,0.08,70.34,81.88,None
2021092610,75,40030,10,2021-09-26T20:06:51Z,90,MIA,left,81.05,29.97,1.24,2.5,0.12,72.66,89.37,None
2021092610,75,40030,11,2021-09-26T20:06:51Z,90,MIA,left,81.21,29.95,1.67,2.77,0.16,82.45,94.73,None
2021092610,75,40030,12,2021-09-26T20:06:51Z,90,MIA,left,81.4,29.93,2.03,2.85,0.19,85.78,97.69,None
2021092610,75,40030,13,2021-09-26T20:06:51Z,90,MIA,left,81.62,29.89,2.34,2.66,0.22,90.28,100.55,None
2021092610,75,40030,14,2021-09-26T20:06:51Z,90,MIA,left,81.87,29.83,2.64,2.46,0.25,93.16,102.96,None
2021092610,75,40030,15,2021-09-26T20:06:51Z,90,MIA,left,82.15,29.76,2.96,2.44,0.29,94.88,104.33,None
2021092610,75,40030,16,2021-09-26T20:06:51Z,90,MIA,left,82.45,29.68,3.19,2.06,0.31,94.88,105.42,None
2021092610,75,40030,17,2021-09-26T20:06:51Z,90,MIA,left,82.76,29.59,3.36,1.5,0.33,95.84,105.67,None
2021092610,75,40030,18,2021-09-26T20:06:51Z,90,MIA,left,83.1,29.5,3.53,1.15,0.35,95.84,106.19,None
2021092610,75,40030,19,2021-09-26T20:06:51Z,90,MIA,left,83.44,29.43,3.49,0.87,0.35,91.25,101.7,None
2021092610,75,40030,20,2021-09-26T20:06:52Z,90,MIA,left,83.77,29.36,3.36,1.39,0.34,91.25,99.54,None
2021092610,75,40030,21,2021-09-26T20:06:52Z,90,MIA,left,84.09,29.32,3.15,2.11,0.32,92.4,96.43,None
2021092610,75,40030,22,2021-09-26T20:06:52Z,90,MIA,left,84.38,29.31,2.81,2.98,0.29,91.64,90.79,None
2021092610,75,40030,23,2021-09-26T20:06:52Z,90,MIA,left,84.64,29.31,2.48,3.46,0.26,93.72,85.33,None
2021092610,75,40030,24,2021-09-26T20:06:52Z,90,MIA,left,84.87,29.34,2.18,3.54,0.23,93.72,81.45,None
2021092610,75,40030,25,2021-09-26T20:06:52Z,90,MIA,left,85.07,29.38,1.89,3.31,0.2,93.72,75.97,None
2021092610,75,40030,26,2021-09-26T20:06:52Z,90,MIA,left,85.24,29.43,1.61,3.11,0.17,90.99,68.99,None
2021092610,75,40030,27,2021-09-26T20:06:52Z,90,MIA,left,85.37,29.49,1.44,2.63,0.15,87.16,61.63,None
2021092610,75,40030,28,2021-09-26T20:06:52Z,90,MIA,left,85.49,29.56,1.26,2.03,0.14,83.54,58.52,pass_forward
2021092610,75,40030,29,2021-09-26T20:06:52Z,90,MIA,left,85.59,29.62,1.11,1.61,0.12,80.76,56.42,None
2021092610,75,40030,30,2021-09-26T20:06:53Z,90,MIA,left,85.68,29.68,0.98,1.26,0.1,78.89,58.26,None
2021092610,75,40030,31,2021-09-26T20:06:53Z,90,MIA,left,85.75,29.72,0.77,1.42,0.09,78.06,63.2,None
2021092610,75,40030,32,2021-09-26T20:06:53Z,90,MIA,left,85.81,29.75,0.54,1.7,0.06,79.03,71.97,None
2021092610,75,40030,33,2021-09-26T20:06:53Z,90,MIA,left,85.86,29.75,0.37,1.87,0.04,80.32,92.92,None
2021092610,75,41265,1,2021-09-26T20:06:50Z,4,LV,left,87.03,30.12,0.03,0.03,0.01,280.79,7.19,None
2021092610,75,41265,2,2021-09-26T20:06:50Z,4,LV,left,87.03,30.13,0.03,0.03,0.01,279.88,13.43,None
2021092610,75,41265,3,2021-09-26T20:06:50Z,4,LV,left,87.04,30.14,0.04,0.03,0.01,279.88,13.83,None
2021092610,75,41265,4,2021-09-26T20:06:50Z,4,LV,left,87.04,30.15,0.04,0.03,0.01,280.94,14.13,None
2021092610,75,41265,5,2021-09-26T20:06:50Z,4,LV,left,87.04,30.17,0.04,0.04,0.02,280.94,10.41,None
2021092610,75,41265,6,2021-09-26T20:06:50Z,4,LV,left,87.02,30.18,0.03,0.04,0.02,282.46,0.46,ball_snap
2021092610,75,41265,7,2021-09-26T20:06:50Z,4,LV,left,87.02,30.18,0.03,0.03,0,282.46,1.65,None
2021092610,75,41265,8,2021-09-26T20:06:50Z,4,LV,left,87.03,30.18,0.03,0.03,0.01,281.66,6.12,None
2021092610,75,41265,9,2021-09-26T20:06:50Z,4,LV,left,87.05,30.19,0.03,0.03,0.02,278.47,20,None
2021092610,75,41265,10,2021-09-26T20:06:51Z,4,LV,left,87.08,30.19,0.03,0.03,0.02,277.88,33.16,None
2021092610,75,41265,11,2021-09-26T20:06:51Z,4,LV,left,87.09,30.18,0.06,0.86,0.02,276.9,79.8,None
2021092610,75,41265,12,2021-09-26T20:06:51Z,4,LV,left,87.12,30.18,0.22,1.7,0.02,275.8,101.56,None
2021092610,75,41265,13,2021-09-26T20:06:51Z,4,LV,left,87.16,30.17,0.57,2.77,0.05,285.08,100.27,None
2021092610,75,41265,14,2021-09-26T20:06:51Z,4,LV,left,87.24,30.16,0.97,3.4,0.08,290.07,98.93,None
2021092610,75,41265,15,2021-09-26T20:06:51Z,4,LV,left,87.36,30.15,1.36,3.5,0.12,294.41,97.47,None
2021092610,75,41265,16,2021-09-26T20:06:51Z,4,LV,left,87.52,30.13,1.75,3.27,0.16,300.66,95.25,None
2021092610,75,41265,17,2021-09-26T20:06:51Z,4,LV,left,87.72,30.13,2.09,2.91,0.2,304.94,91.96,None
2021092610,75,41265,18,2021-09-26T20:06:51Z,4,LV,left,87.94,30.13,2.34,2.36,0.22,308.03,90.01,None
2021092610,75,41265,19,2021-09-26T20:06:51Z,4,LV,left,88.17,30.14,2.49,1.66,0.24,311.38,88.86,None
2021092610,75,41265,20,2021-09-26T20:06:52Z,4,LV,left,88.42,30.14,2.51,0.73,0.24,317.14,88.79,None
2021092610,75,41265,21,2021-09-26T20:06:52Z,4,LV,left,88.67,30.14,2.44,0.31,0.25,319.19,88.64,None
2021092610,75,41265,22,2021-09-26T20:06:52Z,4,LV,left,88.9,30.15,2.28,1.22,0.24,318.31,90.21,None
2021092610,75,41265,23,2021-09-26T20:06:52Z,4,LV,left,89.12,30.14,2.08,1.71,0.22,316.26,92.05,None
2021092610,75,41265,24,2021-09-26T20:06:52Z,4,LV,left,89.32,30.13,1.87,2.06,0.2,306.97,96.03,None
2021092610,75,41265,25,2021-09-26T20:06:52Z,4,LV,left,89.49,30.1,1.62,2.33,0.17,292.21,100.13,None
2021092610,75,41265,26,2021-09-26T20:06:52Z,4,LV,left,89.63,30.07,1.37,2.38,0.15,270.15,105.49,None
2021092610,75,41265,27,2021-09-26T20:06:52Z,4,LV,left,89.74,30.03,1.16,2.23,0.12,244.66,112.81,None
2021092610,75,41265,28,2021-09-26T20:06:52Z,4,LV,left,89.84,29.98,1.02,2,0.11,224.85,120.96,pass_forward
2021092610,75,41265,29,2021-09-26T20:06:52Z,4,LV,left,89.93,29.92,0.98,1.5,0.1,209.34,127.63,None
2021092610,75,41265,30,2021-09-26T20:06:53Z,4,LV,left,90,29.86,1,1,0.1,194.31,133.14,None
2021092610,75,41265,31,2021-09-26T20:06:53Z,4,LV,left,90.07,29.78,1.06,0.87,0.1,186.76,139.7,None
2021092610,75,41265,32,2021-09-26T20:06:53Z,4,LV,left,90.15,29.69,1.32,1.16,0.12,185.66,141.05,None
2021092610,75,41265,33,2021-09-26T20:06:53Z,4,LV,left,90.24,29.58,1.47,1.28,0.14,179.72,141.92,None
2021092610,75,42370,1,2021-09-26T20:06:50Z,24,MIA,left,77.1,36.58,0.01,0.01,0.01,113.91,21.17,None
2021092610,75,42370,2,2021-09-26T20:06:50Z,24,MIA,left,77.1,36.58,0.01,0.01,0,113.91,22.18,None
2021092610,75,42370,3,2021-09-26T20:06:50Z,24,MIA,left,77.1,36.58,0.01,0.01,0,113.91,20.82,None
2021092610,75,42370,4,2021-09-26T20:06:50Z,24,MIA,left,77.1,36.58,0.01,0.01,0,113.91,21.07,None
2021092610,75,42370,5,2021-09-26T20:06:50Z,24,MIA,left,77.1,36.58,0.01,0.01,0,112.61,18.55,None
2021092610,75,42370,6,2021-09-26T20:06:50Z,24,MIA,left,77.1,36.58,0.01,0.01,0,112.61,16.9,ball_snap
2021092610,75,42370,7,2021-09-26T20:06:50Z,24,MIA,left,77.1,36.59,0.01,0.01,0,112.61,13.86,None
2021092610,75,42370,8,2021-09-26T20:06:50Z,24,MIA,left,77.1,36.6,0.01,0.01,0.01,109.78,10.98,None
2021092610,75,42370,9,2021-09-26T20:06:50Z,24,MIA,left,77.09,36.62,0.01,0.01,0.02,109.78,7.13,None
2021092610,75,42370,10,2021-09-26T20:06:51Z,24,MIA,left,77.09,36.64,0.04,0.87,0.02,107.99,355.63,None
2021092610,75,42370,11,2021-09-26T20:06:51Z,24,MIA,left,77.09,36.66,0.22,2.01,0.02,105.68,351.71,None
2021092610,75,42370,12,2021-09-26T20:06:51Z,24,MIA,left,77.08,36.71,0.62,3.39,0.05,97.51,349.43,None
2021092610,75,42370,13,2021-09-26T20:06:51Z,24,MIA,left,77.06,36.8,1.08,3.96,0.09,92.9,347.61,None
2021092610,75,42370,14,2021-09-26T20:06:51Z,24,MIA,left,77.01,36.94,1.63,4.35,0.15,90.07,343.29,None
2021092610,75,42370,15,2021-09-26T20:06:51Z,24,MIA,left,76.94,37.13,2.16,4.18,0.2,86.6,341.22,None
2021092610,75,42370,16,2021-09-26T20:06:51Z,24,MIA,left,76.86,37.37,2.62,3.78,0.25,78.34,340.74,None
2021092610,75,42370,17,2021-09-26T20:06:51Z,24,MIA,left,76.73,37.65,3.12,3.66,0.31,71.64,337.33,None
2021092610,75,42370,18,2021-09-26T20:06:51Z,24,MIA,left,76.59,37.95,3.49,3.14,0.34,61.39,335.34,None
2021092610,75,42370,19,2021-09-26T20:06:51Z,24,MIA,left,76.41,38.28,3.86,2.9,0.38,45.73,332.15,None
2021092610,75,42370,20,2021-09-26T20:06:52Z,24,MIA,left,76.22,38.63,4.14,2.61,0.4,36.43,329.95,None
2021092610,75,42370,21,2021-09-26T20:06:52Z,24,MIA,left,75.98,39,4.45,2.59,0.44,27.81,326.87,None
2021092610,75,42370,22,2021-09-26T20:06:52Z,24,MIA,left,75.72,39.38,4.76,2.68,0.46,20.6,324.17,None
2021092610,75,42370,23,2021-09-26T20:06:52Z,24,MIA,left,75.42,39.77,5.04,2.48,0.49,14.65,321.53,None
2021092610,75,42370,24,2021-09-26T20:06:52Z,24,MIA,left,75.08,40.17,5.3,2.34,0.52,10.78,318.84,None
2021092610,75,42370,25,2021-09-26T20:06:52Z,24,MIA,left,74.71,40.58,5.62,2.13,0.56,7.63,317.16,None
2021092610,75,42370,26,2021-09-26T20:06:52Z,24,MIA,left,74.31,41.01,5.88,1.88,0.58,8.25,315.94,None
2021092610,75,42370,27,2021-09-26T20:06:52Z,24,MIA,left,73.89,41.43,6.06,1.48,0.6,5.04,314.75,None
2021092610,75,42370,28,2021-09-26T20:06:52Z,24,MIA,left,73.43,41.88,6.39,1.51,0.64,2.31,313.68,pass_forward
2021092610,75,42370,29,2021-09-26T20:06:52Z,24,MIA,left,72.94,42.32,6.68,1.65,0.66,2.31,311.91,None
2021092610,75,42370,30,2021-09-26T20:06:53Z,24,MIA,left,72.41,42.77,6.89,1.75,0.69,0.76,310.07,None
2021092610,75,42370,31,2021-09-26T20:06:53Z,24,MIA,left,71.85,43.21,7.12,1.83,0.71,358.93,308.15,None
2021092610,75,42370,32,2021-09-26T20:06:53Z,24,MIA,left,71.26,43.64,7.38,2.16,0.74,353.31,305.65,None
2021092610,75,42370,33,2021-09-26T20:06:53Z,24,MIA,left,70.63,44.06,7.65,2.68,0.76,343.96,303.23,None
2021092610,75,42390,1,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,102.28,31.17,None
2021092610,75,42390,2,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,102.28,37.04,None
2021092610,75,42390,3,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,102.28,24.48,None
2021092610,75,42390,4,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,102.28,20.77,None
2021092610,75,42390,5,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,102.28,13.98,None
2021092610,75,42390,6,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,103.13,3.95,ball_snap
2021092610,75,42390,7,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,103.13,354.97,None
2021092610,75,42390,8,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,103.13,347.17,None
2021092610,75,42390,9,2021-09-26T20:06:50Z,21,MIA,left,78.25,35.57,0,0,0,103.13,346.16,None
2021092610,75,42390,10,2021-09-26T20:06:51Z,21,MIA,left,78.25,35.57,0,0,0,103.13,341.78,None
2021092610,75,42390,11,2021-09-26T20:06:51Z,21,MIA,left,78.25,35.58,0.02,0.49,0.01,102.28,331.49,None
2021092610,75,42390,12,2021-09-26T20:06:51Z,21,MIA,left,78.24,35.59,0.14,1.58,0.01,101.39,328.36,None
2021092610,75,42390,13,2021-09-26T20:06:51Z,21,MIA,left,78.22,35.61,0.41,2.44,0.03,101.39,325.12,None
2021092610,75,42390,14,2021-09-26T20:06:51Z,21,MIA,left,78.18,35.66,0.75,2.87,0.06,100.48,321.86,None
2021092610,75,42390,15,2021-09-26T20:06:51Z,21,MIA,left,78.11,35.76,1.24,3.46,0.12,98.38,321.77,None
2021092610,75,42390,16,2021-09-26T20:06:51Z,21,MIA,left,78.01,35.88,1.67,3.5,0.16,95.8,320.96,None
2021092610,75,42390,17,2021-09-26T20:06:51Z,21,MIA,left,77.88,36.03,2.07,3.27,0.2,93.6,320.85,None
2021092610,75,42390,18,2021-09-26T20:06:51Z,21,MIA,left,77.74,36.21,2.4,2.87,0.23,89.36,320.83,None
2021092610,75,42390,19,2021-09-26T20:06:51Z,21,MIA,left,77.58,36.41,2.69,2.55,0.26,83.36,320.5,None
2021092610,75,42390,20,2021-09-26T20:06:52Z,21,MIA,left,77.39,36.63,2.97,2.17,0.29,75.52,320.01,None
2021092610,75,42390,21,2021-09-26T20:06:52Z,21,MIA,left,77.18,36.87,3.27,1.97,0.32,68.73,319.32,None
2021092610,75,42390,22,2021-09-26T20:06:52Z,21,MIA,left,76.95,37.12,3.48,1.63,0.34,64.96,317.7,None
2021092610,75,42390,23,2021-09-26T20:06:52Z,21,MIA,left,76.7,37.37,3.62,1.34,0.36,64.96,315.22,None
2021092610,75,42390,24,2021-09-26T20:06:52Z,21,MIA,left,76.42,37.62,3.77,1.41,0.37,65.65,311.6,None
2021092610,75,42390,25,2021-09-26T20:06:52Z,21,MIA,left,76.13,37.85,3.8,1.45,0.38,72.97,308.43,None
2021092610,75,42390,26,2021-09-26T20:06:52Z,21,MIA,left,75.82,38.06,3.79,1.88,0.38,88.78,303.37,None
2021092610,75,42390,27,2021-09-26T20:06:52Z,21,MIA,left,75.48,38.25,3.81,2.25,0.38,101.05,298.17,None
2021092610,75,42390,28,2021-09-26T20:06:52Z,21,MIA,left,75.12,38.4,3.88,2.76,0.39,118.57,291.49,pass_forward
2021092610,75,42390,29,2021-09-26T20:06:52Z,21,MIA,left,74.74,38.52,4,3.12,0.4,131.84,285.22,None
2021092610,75,42390,30,2021-09-26T20:06:53Z,21,MIA,left,74.33,38.6,4.2,3.28,0.42,143.69,279.41,None
2021092610,75,42390,31,2021-09-26T20:06:53Z,21,MIA,left,73.9,38.64,4.35,3.27,0.43,157.76,273.97,None
2021092610,75,42390,32,2021-09-26T20:06:53Z,21,MIA,left,73.46,38.64,4.53,3.13,0.45,171.7,268.98,None
2021092610,75,42390,33,2021-09-26T20:06:53Z,21,MIA,left,72.99,38.62,4.72,2.88,0.47,183.94,265.08,None
2021092610,75,42547,1,2021-09-26T20:06:50Z,83,LV,left,83.7,36.15,0,0,0,252.02,257.74,None
2021092610,75,42547,2,2021-09-26T20:06:50Z,83,LV,left,83.7,36.15,0,0,0,252.02,261.77,None
