gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021091202,88,39684,1,2021-09-12T17:07:38Z,62,NYJ,right,35.45,27.91,0.01,0.01,0.01,3.71,73.02,None
2021091202,88,39684,2,2021-09-12T17:07:39Z,62,NYJ,right,35.48,27.92,0.01,0.01,0.03,2.48,70.97,None
2021091202,88,39684,3,2021-09-12T17:07:39Z,62,NYJ,right,35.49,27.92,0.01,0.01,0.01,2.48,71.6,None
2021091202,88,39684,4,2021-09-12T17:07:39Z,62,NYJ,right,35.52,27.93,0.04,0.57,0.03,0.05,71.26,None
2021091202,88,39684,5,2021-09-12T17:07:39Z,62,NYJ,right,35.53,27.92,0.13,0.83,0.01,0.05,83.39,None
2021091202,88,39684,6,2021-09-12T17:07:39Z,62,NYJ,right,35.57,27.9,0.35,1.53,0.05,0.05,110.53,ball_snap
2021091202,88,39684,7,2021-09-12T17:07:39Z,62,NYJ,right,35.61,27.87,0.54,1.59,0.05,358.13,117.44,autoevent_ballsnap
2021091202,88,39684,8,2021-09-12T17:07:39Z,62,NYJ,right,35.66,27.84,0.66,1.17,0.06,359.75,123.41,None
2021091202,88,39684,9,2021-09-12T17:07:39Z,62,NYJ,right,35.71,27.79,0.76,0.88,0.07,359.75,129.5,None
2021091202,88,39684,10,2021-09-12T17:07:39Z,62,NYJ,right,35.76,27.74,0.79,0.49,0.07,358.97,132.76,None
2021091202,88,39684,11,2021-09-12T17:07:39Z,62,NYJ,right,35.81,27.69,0.76,0.29,0.07,358.97,135.81,None
2021091202,88,39684,12,2021-09-12T17:07:40Z,62,NYJ,right,35.84,27.64,0.66,0.52,0.05,6.24,140.08,None
2021091202,88,39684,13,2021-09-12T17:07:40Z,62,NYJ,right,35.87,27.6,0.59,0.67,0.06,22.44,144.98,None
2021091202,88,39684,14,2021-09-12T17:07:40Z,62,NYJ,right,35.87,27.54,0.49,0.94,0.05,79.73,161.75,None
2021091202,88,39684,15,2021-09-12T17:07:40Z,62,NYJ,right,35.84,27.5,0.43,1.17,0.05,128.59,192.65,None
2021091202,88,39684,16,2021-09-12T17:07:40Z,62,NYJ,right,35.79,27.44,0.61,1.37,0.08,145.21,219.26,None
2021091202,88,39684,17,2021-09-12T17:07:40Z,62,NYJ,right,35.71,27.38,0.82,1.42,0.09,149.69,232.6,None
2021091202,88,39684,18,2021-09-12T17:07:40Z,62,NYJ,right,35.6,27.32,1.13,1.5,0.13,149.06,239.71,None
2021091202,88,39684,19,2021-09-12T17:07:40Z,62,NYJ,right,35.46,27.24,1.43,1.45,0.15,150.21,242.79,None
2021091202,88,39684,20,2021-09-12T17:07:40Z,62,NYJ,right,35.31,27.17,1.68,1.42,0.17,150.21,245.37,None
2021091202,88,39684,21,2021-09-12T17:07:40Z,62,NYJ,right,35.12,27.1,1.92,1.2,0.2,150.21,248.31,None
2021091202,88,39684,22,2021-09-12T17:07:41Z,62,NYJ,right,34.92,27.04,2.07,0.9,0.21,143.06,251.14,None
2021091202,88,39684,23,2021-09-12T17:07:41Z,62,NYJ,right,34.7,26.99,2.17,0.67,0.22,141.5,255.33,pass_forward
2021091202,88,39684,24,2021-09-12T17:07:41Z,62,NYJ,right,34.48,26.95,2.23,0.7,0.23,142.64,258.57,None
2021091202,88,39684,25,2021-09-12T17:07:41Z,62,NYJ,right,34.24,26.93,2.28,0.99,0.24,139.24,263.66,autoevent_passforward
2021091202,88,39684,26,2021-09-12T17:07:41Z,62,NYJ,right,34.02,26.94,2.21,1.32,0.22,127.67,269.74,None
