gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021092300,54,41300,1,2021-09-24T00:23:08Z,58,HOU,right,38.66,28.98,0,0,0,259.88,205.34,None
2021092300,54,41300,2,2021-09-24T00:23:08Z,58,HOU,right,38.66,28.98,0,0,0.01,259.88,197.1,None
2021092300,54,41300,3,2021-09-24T00:23:08Z,58,HOU,right,38.66,28.97,0,0,0,259.88,192.98,None
2021092300,54,41300,4,2021-09-24T00:23:08Z,58,HOU,right,38.66,28.97,0.02,0.34,0,259.88,181.68,None
2021092300,54,41300,5,2021-09-24T00:23:08Z,58,HOU,right,38.66,28.97,0.05,0.37,0,260.78,199.16,None
2021092300,54,41300,6,2021-09-24T00:23:08Z,58,HOU,right,38.65,28.97,0.1,0.62,0.01,262.87,271.88,autoevent_ballsnap
2021092300,54,41300,7,2021-09-24T00:23:09Z,58,HOU,right,38.63,28.98,0.25,1.14,0.02,264.34,287.33,None
2021092300,54,41300,8,2021-09-24T00:23:09Z,58,HOU,right,38.59,29,0.48,1.73,0.05,265.65,293.21,ball_snap
2021092300,54,41300,9,2021-09-24T00:23:09Z,58,HOU,right,38.52,29.02,0.75,2.47,0.07,266.51,293.93,None
2021092300,54,41300,10,2021-09-24T00:23:09Z,58,HOU,right,38.42,29.06,1.17,2.82,0.11,268.87,290.62,None
2021092300,54,41300,11,2021-09-24T00:23:09Z,58,HOU,right,38.27,29.12,1.67,3.26,0.16,268.87,291.26,None
2021092300,54,41300,12,2021-09-24T00:23:09Z,58,HOU,right,38.08,29.19,2.1,3.29,0.2,272.52,290.5,None
2021092300,54,41300,13,2021-09-24T00:23:09Z,58,HOU,right,37.86,29.27,2.51,3.16,0.24,274.83,289.56,None
2021092300,54,41300,14,2021-09-24T00:23:09Z,58,HOU,right,37.59,29.36,2.96,3.13,0.29,277.91,288.35,None
2021092300,54,41300,15,2021-09-24T00:23:09Z,58,HOU,right,37.27,29.45,3.41,3.18,0.33,277.91,286.08,None
